condition,inputs,target,context distance,results,coded response,ce loss
MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.65345325,  0.05894816, -0.07170184, -0.03534694,  0.16413011,
       -0.20041232,  0.04615093,  0.07107443,  0.05015627, -0.13738776,
        0.24400384, -0.06121814,  0.24305182, -0.10633732,  0.08601222,
       -0.08703896,  0.26291036, -0.0098197 , -0.00915189, -0.05696213,
        0.51495401,  0.15601313,  0.23253037, -0.5169271 , -0.24993709]), array([-8.47966744e-01, -1.03622342e-03,  4.20434582e-04, -6.99111837e-03,
        1.89363398e-02, -2.97208923e-02,  1.75551512e-02, -4.86652357e-03,
        1.97539253e-02, -3.53947288e-02,  6.55588804e-02, -4.02359768e-02,
        9.36893823e-02, -7.27787526e-02,  7.50421862e-02, -8.35474249e-02,
        1.72468327e-01, -8.38428545e-02,  7.91676951e-02, -1.16109862e-01,
        4.63774924e-01, -6.09723540e-02,  3.61721460e-01, -7.46813311e-01,
       -1.51300972e-02]))","[1, 0]",0.11402082419164539,"[array([ 1.23522361, -1.22159091])]","('match', 'MATCH_NO_FOIL')",0.0822
MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([-0.65345325,  0.05894816, -0.07170184, -0.03534694,  0.16413011,
       -0.20041232,  0.04615093,  0.07107443,  0.05015627, -0.13738776,
        0.24400384, -0.06121814,  0.24305182, -0.10633732,  0.08601222,
       -0.08703896,  0.26291036, -0.0098197 , -0.00915189, -0.05696213,
        0.51495401,  0.15601313,  0.23253037, -0.5169271 , -0.24993709]), array([-0.7908138 ,  0.00164576, -0.00376954, -0.01798334,  0.05121646,
       -0.07251446,  0.03498901, -0.00146633,  0.03779436, -0.07014873,
        0.1234507 , -0.06243638,  0.15306225, -0.10298162,  0.09934957,
       -0.1059573 ,  0.22539829, -0.08306717,  0.07270204, -0.11839082,
        0.50877056, -0.00620466,  0.33678594, -0.67668976, -0.0520321 ]))","[1, 0]",0.06635740361406595,"[array([ 1.2194994 , -1.20619866])]","('match', 'MATCH_WITH_FOIL')",0.0847
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-0.65345325,  0.05894816, -0.07170184, -0.03534694,  0.16413011,
       -0.20041232,  0.04615093,  0.07107443,  0.05015627, -0.13738776,
        0.24400384, -0.06121814,  0.24305182, -0.10633732,  0.08601222,
       -0.08703896,  0.26291036, -0.0098197 , -0.00915189, -0.05696213,
        0.51495401,  0.15601313,  0.23253037, -0.5169271 , -0.24993709]), array([-8.47966744e-01, -1.03622342e-03,  4.20434582e-04, -6.99111837e-03,
        1.89363398e-02, -2.97208923e-02,  1.75551512e-02, -4.86652357e-03,
        1.97539253e-02, -3.53947288e-02,  6.55588804e-02, -4.02359768e-02,
        9.36893823e-02, -7.27787526e-02,  7.50421862e-02, -8.35474249e-02,
        1.72468327e-01, -8.38428545e-02,  7.91676951e-02, -1.16109862e-01,
        4.63774924e-01, -6.09723540e-02,  3.61721460e-01, -7.46813311e-01,
       -1.51300972e-02]))","[0, 1]",0.11402082419164539,"[array([-1.56788531,  1.62046117])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0404
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 1., 0., 0., 0., 0.]), array([0., 1., 0., 0., 0., 0., 0., 0.]), array([-0.65345325,  0.05894816, -0.07170184, -0.03534694,  0.16413011,
       -0.20041232,  0.04615093,  0.07107443,  0.05015627, -0.13738776,
        0.24400384, -0.06121814,  0.24305182, -0.10633732,  0.08601222,
       -0.08703896,  0.26291036, -0.0098197 , -0.00915189, -0.05696213,
        0.51495401,  0.15601313,  0.23253037, -0.5169271 , -0.24993709]), array([-0.7908138 ,  0.00164576, -0.00376954, -0.01798334,  0.05121646,
       -0.07251446,  0.03498901, -0.00146633,  0.03779436, -0.07014873,
        0.1234507 , -0.06243638,  0.15306225, -0.10298162,  0.09934957,
       -0.1059573 ,  0.22539829, -0.08306717,  0.07270204, -0.11839082,
        0.50877056, -0.00620466,  0.33678594, -0.67668976, -0.0520321 ]))","[0, 1]",0.06635740361406595,"[array([-1.57594992,  1.62838327])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0398
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.30709352,  0.18551918, -0.25009521,  0.11036023,  0.06206254,
       -0.07077398, -0.12140768,  0.29509942, -0.14738209,  0.03222449,
        0.07634472,  0.15619068,  0.03950759,  0.1211021 , -0.148407  ,
        0.15298695,  0.02342455,  0.25547246, -0.30008978,  0.23738466,
        0.2333075 ,  0.54679865, -0.12330437, -0.14276783, -0.25358088]), array([-0.57461812,  0.1259958 , -0.15111904, -0.01321887,  0.19972962,
       -0.23224133,  0.01186153,  0.15226811,  0.01629096, -0.13285564,
        0.2591429 , -0.0169284 ,  0.23615716, -0.06245084,  0.03653302,
       -0.036564  ,  0.23183688,  0.05915664, -0.08106718,  0.00606626,
        0.47421148,  0.25481385,  0.15736667, -0.42888427, -0.36591044]))","[1, 0]",0.38615415287053334,"[array([ 1.24787275, -1.35096343])]","('match', 'MATCH_NO_FOIL')",0.0717
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([-0.30709352,  0.18551918, -0.25009521,  0.11036023,  0.06206254,
       -0.07077398, -0.12140768,  0.29509942, -0.14738209,  0.03222449,
        0.07634472,  0.15619068,  0.03950759,  0.1211021 , -0.148407  ,
        0.15298695,  0.02342455,  0.25547246, -0.30008978,  0.23738466,
        0.2333075 ,  0.54679865, -0.12330437, -0.14276783, -0.25358088]), array([-0.49004159,  0.19161385, -0.23398204,  0.03512845,  0.18697683,
       -0.210512  , -0.04533883,  0.23990599, -0.04444473, -0.09103263,
        0.22564916,  0.04947606,  0.1878728 ,  0.00366585, -0.03171584,
        0.03177439,  0.17180847,  0.13628562, -0.16228702,  0.08301109,
        0.40869504,  0.35745482,  0.0706477 , -0.33655618, -0.41602523]))","[1, 0]",0.19298208917915294,"[array([ 1.25736231, -1.35998714])]","('match', 'MATCH_WITH_FOIL')",0.0705
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-0.30709352,  0.18551918, -0.25009521,  0.11036023,  0.06206254,
       -0.07077398, -0.12140768,  0.29509942, -0.14738209,  0.03222449,
        0.07634472,  0.15619068,  0.03950759,  0.1211021 , -0.148407  ,
        0.15298695,  0.02342455,  0.25547246, -0.30008978,  0.23738466,
        0.2333075 ,  0.54679865, -0.12330437, -0.14276783, -0.25358088]), array([-0.57461812,  0.1259958 , -0.15111904, -0.01321887,  0.19972962,
       -0.23224133,  0.01186153,  0.15226811,  0.01629096, -0.13285564,
        0.2591429 , -0.0169284 ,  0.23615716, -0.06245084,  0.03653302,
       -0.036564  ,  0.23183688,  0.05915664, -0.08106718,  0.00606626,
        0.47421148,  0.25481385,  0.15736667, -0.42888427, -0.36591044]))","[0, 1]",0.38615415287053334,"[array([-1.44749413,  1.37312673])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0579
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 1., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([-0.30709352,  0.18551918, -0.25009521,  0.11036023,  0.06206254,
       -0.07077398, -0.12140768,  0.29509942, -0.14738209,  0.03222449,
        0.07634472,  0.15619068,  0.03950759,  0.1211021 , -0.148407  ,
        0.15298695,  0.02342455,  0.25547246, -0.30008978,  0.23738466,
        0.2333075 ,  0.54679865, -0.12330437, -0.14276783, -0.25358088]), array([-0.49004159,  0.19161385, -0.23398204,  0.03512845,  0.18697683,
       -0.210512  , -0.04533883,  0.23990599, -0.04444473, -0.09103263,
        0.22564916,  0.04947606,  0.1878728 ,  0.00366585, -0.03171584,
        0.03177439,  0.17180847,  0.13628562, -0.16228702,  0.08301109,
        0.40869504,  0.35745482,  0.0706477 , -0.33655618, -0.41602523]))","[0, 1]",0.19298208917915294,"[array([-1.43862368,  1.3646199 ])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0588
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 0.08774953,  0.00541069, -0.0115825 ,  0.01040911, -0.00432693,
        0.00412576, -0.01433324,  0.03461055, -0.03285321,  0.02610142,
       -0.01589034,  0.04865031, -0.02693488,  0.05715523, -0.07553238,
        0.0945053 , -0.05971744,  0.16780886, -0.25196965,  0.29681845,
       -0.05034938,  0.6999994 , -0.48470492,  0.25393134, -0.00323728]), array([-0.21054993,  0.12046421, -0.17564691,  0.09711186,  0.01294224,
       -0.01799615, -0.107197  ,  0.23870024, -0.14592617,  0.06441966,
        0.01511547,  0.15981981, -0.01408855,  0.13844845, -0.165424  ,
        0.17578146, -0.03277524,  0.27413876, -0.33308681,  0.29291509,
        0.14183772,  0.62031857, -0.22280521, -0.04324384, -0.13417146]))","[1, 0]",0.2302404889093903,"[array([ 1.29526796, -1.39378218])]","('match', 'MATCH_NO_FOIL')",0.0657
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 1., 0., 0.]), array([ 0.08774953,  0.00541069, -0.0115825 ,  0.01040911, -0.00432693,
        0.00412576, -0.01433324,  0.03461055, -0.03285321,  0.02610142,
       -0.01589034,  0.04865031, -0.02693488,  0.05715523, -0.07553238,
        0.0945053 , -0.05971744,  0.16780886, -0.25196965,  0.29681845,
       -0.05034938,  0.6999994 , -0.48470492,  0.25393134, -0.00323728]), array([-0.1119026 ,  0.05881385, -0.09477033,  0.06258142, -0.00722722,
        0.00465025, -0.07181189,  0.15681148, -0.11243416,  0.06559692,
       -0.01621911,  0.13152122, -0.03839726,  0.12506679, -0.15118556,
        0.16748745, -0.06399886,  0.26087395, -0.3339346 ,  0.3227821 ,
        0.05986185,  0.67245316, -0.31870507,  0.05671223, -0.05361363]))","[1, 0]",0.09856118946907777,"[array([ 1.31270954, -1.41065286])]","('match', 'MATCH_WITH_FOIL')",0.0636
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 0.08774953,  0.00541069, -0.0115825 ,  0.01040911, -0.00432693,
        0.00412576, -0.01433324,  0.03461055, -0.03285321,  0.02610142,
       -0.01589034,  0.04865031, -0.02693488,  0.05715523, -0.07553238,
        0.0945053 , -0.05971744,  0.16780886, -0.25196965,  0.29681845,
       -0.05034938,  0.6999994 , -0.48470492,  0.25393134, -0.00323728]), array([-0.21054993,  0.12046421, -0.17564691,  0.09711186,  0.01294224,
       -0.01799615, -0.107197  ,  0.23870024, -0.14592617,  0.06441966,
        0.01511547,  0.15981981, -0.01408855,  0.13844845, -0.165424  ,
        0.17578146, -0.03277524,  0.27413876, -0.33308681,  0.29291509,
        0.14183772,  0.62031857, -0.22280521, -0.04324384, -0.13417146]))","[0, 1]",0.2302404889093903,"[array([-1.10462343,  1.0432658 ])]","('non-match', 'NO_MATCH_NO_FOIL')",0.1104
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 1., 0., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 0.08774953,  0.00541069, -0.0115825 ,  0.01040911, -0.00432693,
        0.00412576, -0.01433324,  0.03461055, -0.03285321,  0.02610142,
       -0.01589034,  0.04865031, -0.02693488,  0.05715523, -0.07553238,
        0.0945053 , -0.05971744,  0.16780886, -0.25196965,  0.29681845,
       -0.05034938,  0.6999994 , -0.48470492,  0.25393134, -0.00323728]), array([-0.1119026 ,  0.05881385, -0.09477033,  0.06258142, -0.00722722,
        0.00465025, -0.07181189,  0.15681148, -0.11243416,  0.06559692,
       -0.01621911,  0.13152122, -0.03839726,  0.12506679, -0.15118556,
        0.16748745, -0.06399886,  0.26087395, -0.3339346 ,  0.3227821 ,
        0.05986185,  0.67245316, -0.31870507,  0.05671223, -0.05361363]))","[0, 1]",0.09856118946907777,"[array([-1.09746802,  1.0367298 ])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.1118
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 4.68738856e-01,  9.80303070e-08, -1.00157136e-06,  1.83095046e-06,
       -1.59515176e-06,  1.93061800e-06, -6.05956060e-06,  3.69567364e-05,
       -6.86414937e-05,  9.05748609e-05, -9.34880142e-05,  2.79059388e-04,
       -2.85509793e-04,  6.72869427e-04, -1.37240192e-03,  2.73305215e-03,
       -3.02145798e-03,  1.07404623e-02, -3.11799617e-02,  6.67696207e-02,
       -4.17212146e-02,  4.68978992e-01, -6.32450545e-01,  6.10540340e-01,
       -1.37323555e-08]), array([ 1.86759463e-01,  9.30066862e-04, -2.44057810e-03,  2.55849421e-03,
       -1.35272751e-03,  1.35889485e-03, -4.08257836e-03,  1.10731001e-02,
       -1.21251874e-02,  1.08793045e-02, -7.80297208e-03,  2.14068111e-02,
       -1.41453558e-02,  2.87525567e-02, -4.08858137e-02,  5.56072282e-02,
       -4.09489749e-02,  1.11874956e-01, -1.87905381e-01,  2.48385418e-01,
       -7.31733989e-02,  6.73981549e-01, -5.48187021e-01,  3.49223847e-01,
       -4.36922755e-04]))","[1, 0]",0.11829050610843739,"[array([ 1.41911117, -1.47465988])]","('match', 'MATCH_NO_FOIL')",0.0539
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 0., 0., 0., 1., 0.]), array([ 4.68738856e-01,  9.80303070e-08, -1.00157136e-06,  1.83095046e-06,
       -1.59515176e-06,  1.93061800e-06, -6.05956060e-06,  3.69567364e-05,
       -6.86414937e-05,  9.05748609e-05, -9.34880142e-05,  2.79059388e-04,
       -2.85509793e-04,  6.72869427e-04, -1.37240192e-03,  2.73305215e-03,
       -3.02145798e-03,  1.07404623e-02, -3.11799617e-02,  6.67696207e-02,
       -4.17212146e-02,  4.68978992e-01, -6.32450545e-01,  6.10540340e-01,
       -1.37323555e-08]), array([ 2.83903358e-01,  9.77623819e-05, -3.36906676e-04,  4.16293282e-04,
       -2.64891973e-04,  2.80662393e-04, -8.03430315e-04,  2.58550369e-03,
       -3.30386118e-03,  3.34302204e-03, -2.72851093e-03,  7.27528546e-03,
       -5.59231144e-03,  1.14681200e-02, -1.79137822e-02,  2.69813107e-02,
       -2.27689251e-02,  6.41925951e-02, -1.24023457e-01,  1.87285411e-01,
       -7.60572455e-02,  6.23836754e-01, -5.95096196e-01,  4.41027020e-01,
       -3.44916714e-05]))","[1, 0]",0.04909422701238331,"[array([ 1.42142479, -1.47696157])]","('match', 'MATCH_WITH_FOIL')",0.0536
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 4.68738856e-01,  9.80303070e-08, -1.00157136e-06,  1.83095046e-06,
       -1.59515176e-06,  1.93061800e-06, -6.05956060e-06,  3.69567364e-05,
       -6.86414937e-05,  9.05748609e-05, -9.34880142e-05,  2.79059388e-04,
       -2.85509793e-04,  6.72869427e-04, -1.37240192e-03,  2.73305215e-03,
       -3.02145798e-03,  1.07404623e-02, -3.11799617e-02,  6.67696207e-02,
       -4.17212146e-02,  4.68978992e-01, -6.32450545e-01,  6.10540340e-01,
       -1.37323555e-08]), array([ 1.86759463e-01,  9.30066862e-04, -2.44057810e-03,  2.55849421e-03,
       -1.35272751e-03,  1.35889485e-03, -4.08257836e-03,  1.10731001e-02,
       -1.21251874e-02,  1.08793045e-02, -7.80297208e-03,  2.14068111e-02,
       -1.41453558e-02,  2.87525567e-02, -4.08858137e-02,  5.56072282e-02,
       -4.09489749e-02,  1.11874956e-01, -1.87905381e-01,  2.48385418e-01,
       -7.31733989e-02,  6.73981549e-01, -5.48187021e-01,  3.49223847e-01,
       -4.36922755e-04]))","[0, 1]",0.11829050610843739,"[array([-1.68319641,  1.6569948 ])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0348
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 1., 0.]), array([0., 0., 0., 1., 0., 0., 0., 0.]), array([ 4.68738856e-01,  9.80303070e-08, -1.00157136e-06,  1.83095046e-06,
       -1.59515176e-06,  1.93061800e-06, -6.05956060e-06,  3.69567364e-05,
       -6.86414937e-05,  9.05748609e-05, -9.34880142e-05,  2.79059388e-04,
       -2.85509793e-04,  6.72869427e-04, -1.37240192e-03,  2.73305215e-03,
       -3.02145798e-03,  1.07404623e-02, -3.11799617e-02,  6.67696207e-02,
       -4.17212146e-02,  4.68978992e-01, -6.32450545e-01,  6.10540340e-01,
       -1.37323555e-08]), array([ 2.83903358e-01,  9.77623819e-05, -3.36906676e-04,  4.16293282e-04,
       -2.64891973e-04,  2.80662393e-04, -8.03430315e-04,  2.58550369e-03,
       -3.30386118e-03,  3.34302204e-03, -2.72851093e-03,  7.27528546e-03,
       -5.59231144e-03,  1.14681200e-02, -1.79137822e-02,  2.69813107e-02,
       -2.27689251e-02,  6.41925951e-02, -1.24023457e-01,  1.87285411e-01,
       -7.60572455e-02,  6.23836754e-01, -5.95096196e-01,  4.41027020e-01,
       -3.44916714e-05]))","[0, 1]",0.04909422701238331,"[array([-1.68296425,  1.65679072])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0348
MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 7.75724625e-01, -5.70837262e-17, -1.89994339e-16,  1.93239084e-15,
       -3.40286492e-15,  6.57662826e-15, -8.14054595e-14, -3.72806414e-13,
        3.76444269e-12, -1.17074720e-11,  2.21129888e-11, -2.56251751e-10,
        5.48759329e-10, -3.62624368e-09,  2.89933916e-08, -2.30543001e-07,
        5.37803789e-07,  4.37349770e-05,  9.94882794e-04, -1.59819770e-02,
        2.05960920e-02,  1.16814956e-01, -4.76920738e-01,  8.70758440e-01,
       -1.52358100e-17]), array([ 5.54583644e-01, -1.35508634e-11, -9.11527374e-09,  2.14041411e-08,
       -2.17629523e-08,  2.87091369e-08, -1.03220699e-07,  1.32598858e-06,
       -3.13825773e-06,  4.85029256e-06, -5.66908608e-06,  1.94861305e-05,
       -2.32134414e-05,  6.24866238e-05, -1.54051543e-04,  3.72724787e-04,
       -4.78272486e-04,  2.13598637e-03, -8.50542239e-03,  2.32011458e-02,
       -1.73388170e-02,  3.76267878e-01, -6.21406520e-01,  6.86556766e-01,
        5.31155368e-13]))","[1, 0]",0.05499686548844129,"[array([ 1.46907684, -1.49719254])]","('match', 'MATCH_NO_FOIL')",0.0502
MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 0., 0., 0., 1.]), array([ 7.75724625e-01, -5.70837262e-17, -1.89994339e-16,  1.93239084e-15,
       -3.40286492e-15,  6.57662826e-15, -8.14054595e-14, -3.72806414e-13,
        3.76444269e-12, -1.17074720e-11,  2.21129888e-11, -2.56251751e-10,
        5.48759329e-10, -3.62624368e-09,  2.89933916e-08, -2.30543001e-07,
        5.37803789e-07,  4.37349770e-05,  9.94882794e-04, -1.59819770e-02,
        2.05960920e-02,  1.16814956e-01, -4.76920738e-01,  8.70758440e-01,
       -1.52358100e-17]), array([ 7.08847204e-01, -1.14177444e-13, -5.66290092e-13,  2.81363732e-12,
       -4.03430856e-12,  6.68892043e-12, -4.24138925e-11, -3.71248907e-10,
        1.83397991e-09, -4.27597963e-09,  6.71058981e-09, -4.06521190e-08,
        6.93741880e-08, -2.97074452e-07,  1.33817628e-06, -5.96940503e-06,
        1.10054330e-05, -1.45068807e-04,  2.59455028e-03, -1.58774343e-02,
        1.68984481e-02,  1.93948717e-01, -5.42059968e-01,  8.17319083e-01,
       -1.85223102e-14]))","[1, 0]",0.005140557160279946,"[array([ 1.4695812 , -1.49811607])]","('match', 'MATCH_WITH_FOIL')",0.0501
NO_MATCH_NO_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 7.75724625e-01, -5.70837262e-17, -1.89994339e-16,  1.93239084e-15,
       -3.40286492e-15,  6.57662826e-15, -8.14054595e-14, -3.72806414e-13,
        3.76444269e-12, -1.17074720e-11,  2.21129888e-11, -2.56251751e-10,
        5.48759329e-10, -3.62624368e-09,  2.89933916e-08, -2.30543001e-07,
        5.37803789e-07,  4.37349770e-05,  9.94882794e-04, -1.59819770e-02,
        2.05960920e-02,  1.16814956e-01, -4.76920738e-01,  8.70758440e-01,
       -1.52358100e-17]), array([ 5.54583644e-01, -1.35508634e-11, -9.11527374e-09,  2.14041411e-08,
       -2.17629523e-08,  2.87091369e-08, -1.03220699e-07,  1.32598858e-06,
       -3.13825773e-06,  4.85029256e-06, -5.66908608e-06,  1.94861305e-05,
       -2.32134414e-05,  6.24866238e-05, -1.54051543e-04,  3.72724787e-04,
       -4.78272486e-04,  2.13598637e-03, -8.50542239e-03,  2.32011458e-02,
       -1.73388170e-02,  3.76267878e-01, -6.21406520e-01,  6.86556766e-01,
        5.31155368e-13]))","[0, 1]",0.05499686548844129,"[array([-1.70037634,  1.59560101])]","('non-match', 'NO_MATCH_NO_FOIL')",0.0364
NO_MATCH_WITH_FOIL,"(array([0., 0., 0., 0., 0., 0., 0., 1.]), array([0., 0., 0., 0., 1., 0., 0., 0.]), array([ 7.75724625e-01, -5.70837262e-17, -1.89994339e-16,  1.93239084e-15,
       -3.40286492e-15,  6.57662826e-15, -8.14054595e-14, -3.72806414e-13,
        3.76444269e-12, -1.17074720e-11,  2.21129888e-11, -2.56251751e-10,
        5.48759329e-10, -3.62624368e-09,  2.89933916e-08, -2.30543001e-07,
        5.37803789e-07,  4.37349770e-05,  9.94882794e-04, -1.59819770e-02,
        2.05960920e-02,  1.16814956e-01, -4.76920738e-01,  8.70758440e-01,
       -1.52358100e-17]), array([ 7.08847204e-01, -1.14177444e-13, -5.66290092e-13,  2.81363732e-12,
       -4.03430856e-12,  6.68892043e-12, -4.24138925e-11, -3.71248907e-10,
        1.83397991e-09, -4.27597963e-09,  6.71058981e-09, -4.06521190e-08,
        6.93741880e-08, -2.97074452e-07,  1.33817628e-06, -5.96940503e-06,
        1.10054330e-05, -1.45068807e-04,  2.59455028e-03, -1.58774343e-02,
        1.68984481e-02,  1.93948717e-01, -5.42059968e-01,  8.17319083e-01,
       -1.85223102e-14]))","[0, 1]",0.005140557160279946,"[array([-1.71489753,  1.60902545])]","('non-match', 'NO_MATCH_WITH_FOIL')",0.0354
